date	smin	smax	smean	tmean
01/01/2009   	18.723211    	24.88412     	21.35388     	 1.9040698454
02/01/2009   	13.898362    	24.38517     	20.13208     	 1.8986053417
03/01/2009   	12.682752    	25.16562     	18.90013     	 1.3333992388
04/01/2009   	15.416386    	25.18427     	19.27205     	 1.9459673141
05/01/2009   	12.553709    	23.18548     	18.31604     	 1.3230832662
06/01/2009   	14.822743    	21.88752     	17.98394     	 0.1708023491
07/01/2009   	16.917652    	24.54381     	21.19780     	 1.2674303420
08/01/2009   	17.024145    	22.84818     	20.27036     	 0.6652558691
09/01/2009   	13.380660    	24.62407     	19.99357     	 0.4021982813
10/01/2009   	14.996722    	24.70079     	20.50411     	 0.1251084063
11/01/2009   	15.450179    	27.77093     	23.17666     	 0.9117826273
12/01/2009   	23.854933    	31.20713     	27.78947     	 2.2952908445
13/01/2009   	23.424896    	31.21594     	29.02404     	 3.1157739510
14/01/2009   	20.772287    	29.83313     	26.14354     	 2.8032921304
15/01/2009   	13.800357    	27.90881     	23.31906     	 2.2001439234
16/01/2009   	 8.856413    	27.91030     	18.46201     	 1.9290234596
17/01/2009   	 9.017764    	28.20417     	21.31374     	 2.2606076201
18/01/2009   	18.546381    	30.39019     	26.97872     	 3.0867091268
19/01/2009   	24.125332    	30.51105     	28.50230     	 2.9350007176
20/01/2009   	28.890991    	30.17125     	29.77200     	 2.8330268015
21/01/2009   	25.351667    	29.93497     	29.41301     	 2.4813939979
22/01/2009   	26.115768    	29.65269     	28.78550     	 2.3642248213
23/01/2009   	19.098291    	29.18032     	27.51441     	 2.6719648888
24/01/2009   	25.056717    	28.68986     	27.70675     	 2.9315742453
25/01/2009   	15.446528    	28.53176     	26.37067     	 2.6986747185
26/01/2009   	12.510517    	28.28601     	21.77566     	 2.3810304801
27/01/2009   	16.567635    	26.84879     	22.39959     	 1.9667786558
28/01/2009   	13.217209    	26.71977     	21.78243     	 1.6053680529
29/01/2009   	13.374109    	25.54696     	21.03227     	 1.4886546806
30/01/2009   	11.728149    	23.78761     	19.36216     	 1.0762345220
31/01/2009   	 7.937459    	25.67205     	18.40361     	 0.4394203170
01/02/2009   	16.384434    	26.30209     	23.16050     	 0.1098196822
02/02/2009   	19.319721    	24.84619     	23.55621     	-0.0005280394
03/02/2009   	21.642511    	25.86629     	23.71075     	 0.6937339222
04/02/2009   	22.138821    	26.33807     	24.09677     	 0.9707983124
05/02/2009   	18.998602    	26.25782     	24.18207     	 1.1541898064
06/02/2009   	17.904972    	26.92546     	23.42687     	 1.5830411812
07/02/2009   	18.645365    	26.55542     	23.29577     	 1.6817843542
08/02/2009   	16.039299    	27.09730     	22.65129     	 1.5803371916
